00	15	18	v	 0	 2	 0	 0	 1	 2	 1	 0	 1	 1	 1	483.17	  0.06
01	15	18	v	 0	 2	 0	 1	 1	 0	 1	 1	 2	 2	 1	463.57	  0.08
02	15	18	v	 0	 2	 0	 1	 1	 0	 1	 1	 2	 2	 1	555.75	  0.06
03	15	18	v	 0	 2	 0	 0	 0	 0	 1	 1	 1	 1	 1	358.30	  0.06
04	15	18	v	 0	 2	 0	 1	 0	 2	 1	 0	 2	 2	 1	574.38	  0.20
05	15	18	v	 0	 2	 0	 0	 0	 0	 1	 1	 1	 1	 1	424.30	  0.06
06	15	18	v	 0	 2	 0	 1	 1	 0	 1	 1	 2	 2	 1	561.45	  0.06
07	15	18	v	 0	 2	 0	 1	 0	 2	 1	 0	 2	 2	 1	428.87	  0.06
08	15	18	v	 0	 2	 0	 0	 0	 2	 1	 1	 1	 1	 1	408.91	  0.06
09	15	18	v	 0	 2	 0	 1	 1	 0	 1	 1	 2	 2	 1	485.21	  0.20
10	15	18	v	 0	 2	 0	 1	 0	 1	 1	 0	 2	 2	 1	469.93	  0.06
11	15	18	v	 0	 2	 0	 0	 0	 2	 1	 1	 1	 2	 0	430.75	  0.06
12	15	18	v	 0	 2	 0	 1	 1	 1	 1	 1	 2	 2	 1	514.64	  0.06
13	15	18	v	 0	 2	 0	 0	 0	 1	 1	 1	 1	 1	 1	413.21	  0.08
14	15	18	v	 0	 2	 0	 1	 1	 1	 1	 1	 2	 2	 1	398.52	  0.07
15	15	18	v	 0	 2	 0	 0	 0	 1	 1	 1	 1	 1	 1	513.64	  0.23
16	15	18	v	 0	 2	 0	 0	 1	 0	 1	 0	 1	 1	 1	573.31	  0.06
17	15	18	v	 0	 2	 0	 1	 1	 1	 1	 1	 2	 2	 1	410.16	  0.06
18	15	18	v	 0	 2	 0	 0	 1	 0	 1	 0	 1	 1	 1	494.72	  0.06
19	15	18	v	 0	 2	 0	 1	 1	 0	 1	 1	 2	 2	 1	1014.90	  0.06
20	15	18	v	 0	 2	 0	 1	 1	 2	 1	 1	 2	 1	 0	416.14	  0.06
21	15	18	v	 0	 2	 0	 0	 1	 0	 1	 0	 1	 1	 1	446.59	  0.08
22	15	18	v	 0	 2	 0	 1	 0	 2	 1	 0	 2	 2	 1	387.72	  0.06
23	15	18	v	 0	 2	 0	 1	 1	 2	 1	 1	 2	 1	 0	329.75	  0.10
24	15	18	v	 0	 2	 0	 0	 1	 0	 1	 0	 1	 1	 1	425.20	  0.06
25	15	18	v	 0	 2	 0	 0	 1	 0	 1	 0	 1	 1	 1	476.50	  0.08
26	15	18	v	 0	 2	 0	 0	 0	 0	 1	 1	 1	 1	 1	466.81	  0.06
27	15	18	v	 0	 2	 0	 0	 0	 2	 1	 1	 1	 1	 1	439.62	  0.06
28	15	18	v	 0	 2	 0	 1	 0	 2	 1	 0	 2	 2	 1	452.21	  0.06
29	15	18	v	 0	 2	 0	 0	 0	 0	 1	 1	 1	 1	 1	570.64	  0.06
